cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_comercio
21479;2016;2016m06;São José do Vale do Rio Preto;3305158;Interior;0
21480;2016;2016m06;Petrópolis;3303906;Interior;4
21481;2016;2016m06;Petrópolis;3303906;Interior;0
21482;2016;2016m06;Paraíba do Sul;3303708;Interior;0
21483;2016;2016m06;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1
21484;2016;2016m06;Sapucaia;3305406;Interior;0
21485;2016;2016m06;Teresópolis;3305802;Interior;2
21486;2016;2016m06;Sumidouro;3305703;Interior;0
21487;2016;2016m06;Carmo;3301207;Interior;0
21488;2016;2016m06;Araruama;3300209;Interior;3
21489;2016;2016m06;Rio Bonito;3304300;Interior;1
21490;2016;2016m06;Silva Jardim;3305604;Interior;1
21491;2016;2016m06;Casimiro de Abreu;3301306;Interior;1
21492;2016;2016m06;Conceição de Macabú;3301405;Interior;0
21493;2016;2016m06;Macaé;3302403;Interior;9
21494;2016;2016m06;Saquarema;3305505;Interior;3
21495;2016;2016m06;São Pedro da Aldeia;3305208;Interior;1
21496;2016;2016m06;Cabo Frio;3300704;Interior;6
21497;2016;2016m06;Armação dos Búzios;3300233;Interior;2
21498;2016;2016m06;Rio das Ostras;3304524;Interior;2
21499;2016;2016m06;Iguaba Grande;3301876;Interior;0
21500;2016;2016m06;"Quissamã;Carapebus";9999994;Interior;0
21501;2016;2016m06;Arraial do Cabo;3300258;Interior;0
21502;2016;2016m06;Campos dos Goytacazes;3301009;Interior;8
21503;2016;2016m06;Itaocara;3302106;Interior;0
21504;2016;2016m06;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1
21505;2016;2016m06;Miracema;3303005;Interior;0
21506;2016;2016m06;Laje do Muriaé;3302304;Interior;0
21507;2016;2016m06;Porciúncula;3304102;Interior;0
21508;2016;2016m06;"Natividade;Varre-Sai";9999997;Interior;0
21509;2016;2016m06;São Fidélis;3304805;Interior;0
21510;2016;2016m06;Cambuci;3300902;Interior;0
21511;2016;2016m06;"Itaperuna;São José de Ubá";9999996;Interior;0
21512;2016;2016m06;Bom Jesus de Itabapoana;3300605;Interior;0
21513;2016;2016m06;São João da Barra;3305000;Interior;1
21514;2016;2016m06;Campos dos Goytacazes;3301009;Interior;7
21515;2016;2016m06;São Francisco de Itabapoana;3304755;Interior;1
21516;2016;2016m06;"Cardoso Moreira;Italva";9999995;Interior;0
21517;2016;2016m06;Nova Friburgo;3303401;Interior;2
21518;2016;2016m06;Duas Barras;3301603;Interior;0
21519;2016;2016m06;Cantagalo;3301108;Interior;0
21520;2016;2016m06;"Cordeiro;Macuco";9999998;Interior;0
21521;2016;2016m06;São Sebastião do Alto;3305307;Interior;0
21522;2016;2016m06;Santa Maria Madalena;3304607;Interior;0
21523;2016;2016m06;Trajano de Morais;3305901;Interior;0
21524;2016;2016m06;Bom Jardim;3300506;Interior;0
21525;2016;2016m06;Cachoeiras de Macacu;3300803;Interior;3
21526;2016;2016m06;Mangaratiba;3302601;Interior;0
21527;2016;2016m06;Angra dos Reis;3300100;Interior;2
21528;2016;2016m06;Paraty;3303807;Interior;0
21529;2016;2016m06;Rio Claro;3304409;Interior;1
21530;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21531;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21532;2016;2016m07;Rio de Janeiro;3304557;Capital;4
21533;2016;2016m07;Rio de Janeiro;3304557;Capital;12
21534;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21535;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21536;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21537;2016;2016m07;Rio de Janeiro;3304557;Capital;0
21538;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21539;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21540;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21541;2016;2016m07;Rio de Janeiro;3304557;Capital;1
21542;2016;2016m07;Rio de Janeiro;3304557;Capital;3
21543;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21544;2016;2016m07;Rio de Janeiro;3304557;Capital;11
21545;2016;2016m07;Rio de Janeiro;3304557;Capital;6
21546;2016;2016m07;Rio de Janeiro;3304557;Capital;13
21547;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21548;2016;2016m07;Rio de Janeiro;3304557;Capital;20
21549;2016;2016m07;Rio de Janeiro;3304557;Capital;12
21550;2016;2016m07;Rio de Janeiro;3304557;Capital;8
21551;2016;2016m07;Rio de Janeiro;3304557;Capital;6
21552;2016;2016m07;Rio de Janeiro;3304557;Capital;8
21553;2016;2016m07;Rio de Janeiro;3304557;Capital;11
21554;2016;2016m07;Rio de Janeiro;3304557;Capital;5
21555;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21556;2016;2016m07;Rio de Janeiro;3304557;Capital;2
21557;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21558;2016;2016m07;Rio de Janeiro;3304557;Capital;11
21559;2016;2016m07;Rio de Janeiro;3304557;Capital;4
21560;2016;2016m07;Rio de Janeiro;3304557;Capital;8
21561;2016;2016m07;Rio de Janeiro;3304557;Capital;13
21562;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21563;2016;2016m07;Rio de Janeiro;3304557;Capital;7
21564;2016;2016m07;Rio de Janeiro;3304557;Capital;15
21565;2016;2016m07;Rio de Janeiro;3304557;Capital;1
21566;2016;2016m07;Rio de Janeiro;3304557;Capital;5
21567;2016;2016m07;Rio de Janeiro;3304557;Capital;6
21568;2016;2016m07;Rio de Janeiro;3304557;Capital;5
21569;2016;2016m07;Rio de Janeiro;3304557;Capital;1
21570;2016;2016m07;Rio de Janeiro;3304557;Capital;3
21571;2016;2016m07;Rio de Janeiro;3304557;Capital;1
21572;2016;2016m07;Seropédica;3305554;Baixada Fluminense;1
21573;2016;2016m07;Itaguaí;3302007;Baixada Fluminense;4
21574;2016;2016m07;Paracambi;3303609;Baixada Fluminense;1
21575;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;18
21576;2016;2016m07;Mesquita;3302858;Baixada Fluminense;9
21577;2016;2016m07;Belford Roxo;3300456;Baixada Fluminense;6
21578;2016;2016m07;Queimados;3304144;Baixada Fluminense;10
21579;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;16
21580;2016;2016m07;Nilópolis;3303203;Baixada Fluminense;7
21581;2016;2016m07;Nova Iguaçu;3303500;Baixada Fluminense;11
21582;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;5
21583;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;12
21584;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;1
21585;2016;2016m07;Duque de Caxias;3301702;Baixada Fluminense;5
21586;2016;2016m07;Japeri;3302270;Baixada Fluminense;3
21587;2016;2016m07;São João de Meriti;3305109;Baixada Fluminense;14
21588;2016;2016m07;Magé;3302502;Baixada Fluminense;3
21589;2016;2016m07;Magé;3302502;Baixada Fluminense;3
21590;2016;2016m07;Guapimirim;3301850;Baixada Fluminense;6
21591;2016;2016m07;Tanguá;3305752;Interior;1
21592;2016;2016m07;Itaboraí;3301900;Interior;16
21593;2016;2016m07;São Gonçalo;3304904;Grande Niterói;21
21594;2016;2016m07;São Gonçalo;3304904;Grande Niterói;17
21595;2016;2016m07;São Gonçalo;3304904;Grande Niterói;12
21596;2016;2016m07;São Gonçalo;3304904;Grande Niterói;16
21597;2016;2016m07;Niterói;3303302;Grande Niterói;13
21598;2016;2016m07;Niterói;3303302;Grande Niterói;10
21599;2016;2016m07;Niterói;3303302;Grande Niterói;13
21600;2016;2016m07;Niterói;3303302;Grande Niterói;9
21601;2016;2016m07;Niterói;3303302;Grande Niterói;2
21602;2016;2016m07;Maricá;3302700;Grande Niterói;7
21603;2016;2016m07;Barra do Pirai;3300308;Interior;2
21604;2016;2016m07;Resende;3304201;Interior;1
21605;2016;2016m07;Barra Mansa;3300407;Interior;4
21606;2016;2016m07;Valença;3306107;Interior;0
21607;2016;2016m07;Rio das Flores;3304508;Interior;0
21608;2016;2016m07;Volta Redonda;3306305;Interior;5
21609;2016;2016m07;Piraí;3304003;Interior;0
21610;2016;2016m07;Vassouras;3306206;Interior;0
21611;2016;2016m07;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
21612;2016;2016m07;Mendes;3302809;Interior;0
21613;2016;2016m07;Engenheiro Paulo de Frontin;3301801;Interior;0
21614;2016;2016m07;Itatiaia;3302254;Interior;1
21615;2016;2016m07;"Porto Real;Quatis";9999992;Interior;0
21616;2016;2016m07;Pinheiral;3303955;Interior;1
21617;2016;2016m07;São José do Vale do Rio Preto;3305158;Interior;0
21618;2016;2016m07;Petrópolis;3303906;Interior;3
21619;2016;2016m07;Petrópolis;3303906;Interior;0
21620;2016;2016m07;Paraíba do Sul;3303708;Interior;0
21621;2016;2016m07;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
21622;2016;2016m07;Sapucaia;3305406;Interior;0
21623;2016;2016m07;Teresópolis;3305802;Interior;2
21624;2016;2016m07;Sumidouro;3305703;Interior;0
21625;2016;2016m07;Carmo;3301207;Interior;0
21626;2016;2016m07;Araruama;3300209;Interior;4
21627;2016;2016m07;Rio Bonito;3304300;Interior;3
21628;2016;2016m07;Silva Jardim;3305604;Interior;0
21629;2016;2016m07;Casimiro de Abreu;3301306;Interior;1
21630;2016;2016m07;Conceição de Macabú;3301405;Interior;1
21631;2016;2016m07;Macaé;3302403;Interior;5
21632;2016;2016m07;Saquarema;3305505;Interior;2
21633;2016;2016m07;São Pedro da Aldeia;3305208;Interior;3
21634;2016;2016m07;Cabo Frio;3300704;Interior;6
21635;2016;2016m07;Armação dos Búzios;3300233;Interior;0
21636;2016;2016m07;Rio das Ostras;3304524;Interior;6
21637;2016;2016m07;Iguaba Grande;3301876;Interior;1
21638;2016;2016m07;"Quissamã;Carapebus";9999994;Interior;1
21639;2016;2016m07;Arraial do Cabo;3300258;Interior;0
21640;2016;2016m07;Campos dos Goytacazes;3301009;Interior;13
21641;2016;2016m07;Itaocara;3302106;Interior;0
21642;2016;2016m07;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1
21643;2016;2016m07;Miracema;3303005;Interior;0
21644;2016;2016m07;Laje do Muriaé;3302304;Interior;0
21645;2016;2016m07;Porciúncula;3304102;Interior;0
21646;2016;2016m07;"Natividade;Varre-Sai";9999997;Interior;0
21647;2016;2016m07;São Fidélis;3304805;Interior;0
21648;2016;2016m07;Cambuci;3300902;Interior;0
21649;2016;2016m07;"Itaperuna;São José de Ubá";9999996;Interior;7
21650;2016;2016m07;Bom Jesus de Itabapoana;3300605;Interior;0
21651;2016;2016m07;São João da Barra;3305000;Interior;2
21652;2016;2016m07;Campos dos Goytacazes;3301009;Interior;3
21653;2016;2016m07;São Francisco de Itabapoana;3304755;Interior;1
21654;2016;2016m07;"Cardoso Moreira;Italva";9999995;Interior;0
21655;2016;2016m07;Nova Friburgo;3303401;Interior;0
21656;2016;2016m07;Duas Barras;3301603;Interior;0
21657;2016;2016m07;Cantagalo;3301108;Interior;1
21658;2016;2016m07;"Cordeiro;Macuco";9999998;Interior;1
21659;2016;2016m07;São Sebastião do Alto;3305307;Interior;0
21660;2016;2016m07;Santa Maria Madalena;3304607;Interior;0
21661;2016;2016m07;Trajano de Morais;3305901;Interior;0
21662;2016;2016m07;Bom Jardim;3300506;Interior;1
21663;2016;2016m07;Cachoeiras de Macacu;3300803;Interior;2
21664;2016;2016m07;Mangaratiba;3302601;Interior;0
21665;2016;2016m07;Angra dos Reis;3300100;Interior;16
21666;2016;2016m07;Paraty;3303807;Interior;1
21667;2016;2016m07;Rio Claro;3304409;Interior;0
21668;2016;2016m08;Rio de Janeiro;3304557;Capital;0
21669;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21670;2016;2016m08;Rio de Janeiro;3304557;Capital;12
21671;2016;2016m08;Rio de Janeiro;3304557;Capital;11
21672;2016;2016m08;Rio de Janeiro;3304557;Capital;1
21673;2016;2016m08;Rio de Janeiro;3304557;Capital;9
21674;2016;2016m08;Rio de Janeiro;3304557;Capital;8
21675;2016;2016m08;Rio de Janeiro;3304557;Capital;1
21676;2016;2016m08;Rio de Janeiro;3304557;Capital;7
21677;2016;2016m08;Rio de Janeiro;3304557;Capital;5
21678;2016;2016m08;Rio de Janeiro;3304557;Capital;7
21679;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21680;2016;2016m08;Rio de Janeiro;3304557;Capital;10
21681;2016;2016m08;Rio de Janeiro;3304557;Capital;11
21682;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21683;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21684;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21685;2016;2016m08;Rio de Janeiro;3304557;Capital;13
21686;2016;2016m08;Rio de Janeiro;3304557;Capital;22
21687;2016;2016m08;Rio de Janeiro;3304557;Capital;8
21688;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21689;2016;2016m08;Rio de Janeiro;3304557;Capital;8
21690;2016;2016m08;Rio de Janeiro;3304557;Capital;3
21691;2016;2016m08;Rio de Janeiro;3304557;Capital;9
21692;2016;2016m08;Rio de Janeiro;3304557;Capital;4
21693;2016;2016m08;Rio de Janeiro;3304557;Capital;8
21694;2016;2016m08;Rio de Janeiro;3304557;Capital;4
21695;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21696;2016;2016m08;Rio de Janeiro;3304557;Capital;9
21697;2016;2016m08;Rio de Janeiro;3304557;Capital;6
21698;2016;2016m08;Rio de Janeiro;3304557;Capital;13
21699;2016;2016m08;Rio de Janeiro;3304557;Capital;12
21700;2016;2016m08;Rio de Janeiro;3304557;Capital;12
21701;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21702;2016;2016m08;Rio de Janeiro;3304557;Capital;8
21703;2016;2016m08;Rio de Janeiro;3304557;Capital;0
21704;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21705;2016;2016m08;Rio de Janeiro;3304557;Capital;5
21706;2016;2016m08;Rio de Janeiro;3304557;Capital;5
21707;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21708;2016;2016m08;Rio de Janeiro;3304557;Capital;2
21709;2016;2016m08;Rio de Janeiro;3304557;Capital;0
21710;2016;2016m08;Seropédica;3305554;Baixada Fluminense;2
21711;2016;2016m08;Itaguaí;3302007;Baixada Fluminense;8
21712;2016;2016m08;Paracambi;3303609;Baixada Fluminense;0
21713;2016;2016m08;Nova Iguaçu;3303500;Baixada Fluminense;12
21714;2016;2016m08;Mesquita;3302858;Baixada Fluminense;6
21715;2016;2016m08;Belford Roxo;3300456;Baixada Fluminense;19
21716;2016;2016m08;Queimados;3304144;Baixada Fluminense;3
21717;2016;2016m08;Nova Iguaçu;3303500;Baixada Fluminense;11
21718;2016;2016m08;Nilópolis;3303203;Baixada Fluminense;10
21719;2016;2016m08;Nova Iguaçu;3303500;Baixada Fluminense;8
21720;2016;2016m08;Duque de Caxias;3301702;Baixada Fluminense;9
21721;2016;2016m08;Duque de Caxias;3301702;Baixada Fluminense;6
21722;2016;2016m08;Duque de Caxias;3301702;Baixada Fluminense;2
21723;2016;2016m08;Duque de Caxias;3301702;Baixada Fluminense;8
21724;2016;2016m08;Japeri;3302270;Baixada Fluminense;1
21725;2016;2016m08;São João de Meriti;3305109;Baixada Fluminense;23
21726;2016;2016m08;Magé;3302502;Baixada Fluminense;5
21727;2016;2016m08;Magé;3302502;Baixada Fluminense;2
21728;2016;2016m08;Guapimirim;3301850;Baixada Fluminense;4
21729;2016;2016m08;Tanguá;3305752;Interior;1
21730;2016;2016m08;Itaboraí;3301900;Interior;23
21731;2016;2016m08;São Gonçalo;3304904;Grande Niterói;21
21732;2016;2016m08;São Gonçalo;3304904;Grande Niterói;16
21733;2016;2016m08;São Gonçalo;3304904;Grande Niterói;23
21734;2016;2016m08;São Gonçalo;3304904;Grande Niterói;13
21735;2016;2016m08;Niterói;3303302;Grande Niterói;5
21736;2016;2016m08;Niterói;3303302;Grande Niterói;5
21737;2016;2016m08;Niterói;3303302;Grande Niterói;7
21738;2016;2016m08;Niterói;3303302;Grande Niterói;4
21739;2016;2016m08;Niterói;3303302;Grande Niterói;5
21740;2016;2016m08;Maricá;3302700;Grande Niterói;6
21741;2016;2016m08;Barra do Pirai;3300308;Interior;1
21742;2016;2016m08;Resende;3304201;Interior;1
21743;2016;2016m08;Barra Mansa;3300407;Interior;8
21744;2016;2016m08;Valença;3306107;Interior;1
21745;2016;2016m08;Rio das Flores;3304508;Interior;0
21746;2016;2016m08;Volta Redonda;3306305;Interior;12
21747;2016;2016m08;Piraí;3304003;Interior;1
21748;2016;2016m08;Vassouras;3306206;Interior;2
21749;2016;2016m08;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
21750;2016;2016m08;Mendes;3302809;Interior;1
21751;2016;2016m08;Engenheiro Paulo de Frontin;3301801;Interior;0
21752;2016;2016m08;Itatiaia;3302254;Interior;0
21753;2016;2016m08;"Porto Real;Quatis";9999992;Interior;0
21754;2016;2016m08;Pinheiral;3303955;Interior;1
21755;2016;2016m08;São José do Vale do Rio Preto;3305158;Interior;0
21756;2016;2016m08;Petrópolis;3303906;Interior;6
21757;2016;2016m08;Petrópolis;3303906;Interior;2
21758;2016;2016m08;Paraíba do Sul;3303708;Interior;0
21759;2016;2016m08;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
21760;2016;2016m08;Sapucaia;3305406;Interior;0
21761;2016;2016m08;Teresópolis;3305802;Interior;0
21762;2016;2016m08;Sumidouro;3305703;Interior;0
21763;2016;2016m08;Carmo;3301207;Interior;0
21764;2016;2016m08;Araruama;3300209;Interior;5
21765;2016;2016m08;Rio Bonito;3304300;Interior;1
21766;2016;2016m08;Silva Jardim;3305604;Interior;0
21767;2016;2016m08;Casimiro de Abreu;3301306;Interior;0
21768;2016;2016m08;Conceição de Macabú;3301405;Interior;3
21769;2016;2016m08;Macaé;3302403;Interior;4
21770;2016;2016m08;Saquarema;3305505;Interior;2
21771;2016;2016m08;São Pedro da Aldeia;3305208;Interior;3
21772;2016;2016m08;Cabo Frio;3300704;Interior;7
21773;2016;2016m08;Armação dos Búzios;3300233;Interior;2
21774;2016;2016m08;Rio das Ostras;3304524;Interior;4
21775;2016;2016m08;Iguaba Grande;3301876;Interior;2
21776;2016;2016m08;"Quissamã;Carapebus";9999994;Interior;4
21777;2016;2016m08;Arraial do Cabo;3300258;Interior;0
21778;2016;2016m08;Campos dos Goytacazes;3301009;Interior;8
21779;2016;2016m08;Itaocara;3302106;Interior;1
21780;2016;2016m08;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
21781;2016;2016m08;Miracema;3303005;Interior;0
21782;2016;2016m08;Laje do Muriaé;3302304;Interior;0
21783;2016;2016m08;Porciúncula;3304102;Interior;0
21784;2016;2016m08;"Natividade;Varre-Sai";9999997;Interior;0
21785;2016;2016m08;São Fidélis;3304805;Interior;0
21786;2016;2016m08;Cambuci;3300902;Interior;0
21787;2016;2016m08;"Itaperuna;São José de Ubá";9999996;Interior;0
21788;2016;2016m08;Bom Jesus de Itabapoana;3300605;Interior;0
21789;2016;2016m08;São João da Barra;3305000;Interior;0
21790;2016;2016m08;Campos dos Goytacazes;3301009;Interior;1
21791;2016;2016m08;São Francisco de Itabapoana;3304755;Interior;0
21792;2016;2016m08;"Cardoso Moreira;Italva";9999995;Interior;0
21793;2016;2016m08;Nova Friburgo;3303401;Interior;0
21794;2016;2016m08;Duas Barras;3301603;Interior;0
21795;2016;2016m08;Cantagalo;3301108;Interior;0
21796;2016;2016m08;"Cordeiro;Macuco";9999998;Interior;0
21797;2016;2016m08;São Sebastião do Alto;3305307;Interior;1
21798;2016;2016m08;Santa Maria Madalena;3304607;Interior;0
21799;2016;2016m08;Trajano de Morais;3305901;Interior;0
21800;2016;2016m08;Bom Jardim;3300506;Interior;0
21801;2016;2016m08;Cachoeiras de Macacu;3300803;Interior;1
21802;2016;2016m08;Mangaratiba;3302601;Interior;0
21803;2016;2016m08;Angra dos Reis;3300100;Interior;11
21804;2016;2016m08;Paraty;3303807;Interior;2
21805;2016;2016m08;Rio Claro;3304409;Interior;0
21806;2016;2016m09;Rio de Janeiro;3304557;Capital;3
21807;2016;2016m09;Rio de Janeiro;3304557;Capital;1
21808;2016;2016m09;Rio de Janeiro;3304557;Capital;7
21809;2016;2016m09;Rio de Janeiro;3304557;Capital;5
21810;2016;2016m09;Rio de Janeiro;3304557;Capital;4
21811;2016;2016m09;Rio de Janeiro;3304557;Capital;5
21812;2016;2016m09;Rio de Janeiro;3304557;Capital;8
21813;2016;2016m09;Rio de Janeiro;3304557;Capital;0
21814;2016;2016m09;Rio de Janeiro;3304557;Capital;9
21815;2016;2016m09;Rio de Janeiro;3304557;Capital;7
21816;2016;2016m09;Rio de Janeiro;3304557;Capital;4
21817;2016;2016m09;Rio de Janeiro;3304557;Capital;2
21818;2016;2016m09;Rio de Janeiro;3304557;Capital;9
21819;2016;2016m09;Rio de Janeiro;3304557;Capital;3
21820;2016;2016m09;Rio de Janeiro;3304557;Capital;8
21821;2016;2016m09;Rio de Janeiro;3304557;Capital;13
21822;2016;2016m09;Rio de Janeiro;3304557;Capital;19
21823;2016;2016m09;Rio de Janeiro;3304557;Capital;8
21824;2016;2016m09;Rio de Janeiro;3304557;Capital;15
21825;2016;2016m09;Rio de Janeiro;3304557;Capital;14
21826;2016;2016m09;Rio de Janeiro;3304557;Capital;11
21827;2016;2016m09;Rio de Janeiro;3304557;Capital;8
21828;2016;2016m09;Rio de Janeiro;3304557;Capital;13
21829;2016;2016m09;Rio de Janeiro;3304557;Capital;9
21830;2016;2016m09;Rio de Janeiro;3304557;Capital;9
21831;2016;2016m09;Rio de Janeiro;3304557;Capital;5
21832;2016;2016m09;Rio de Janeiro;3304557;Capital;3
21833;2016;2016m09;Rio de Janeiro;3304557;Capital;8
21834;2016;2016m09;Rio de Janeiro;3304557;Capital;16
21835;2016;2016m09;Rio de Janeiro;3304557;Capital;2
21836;2016;2016m09;Rio de Janeiro;3304557;Capital;14
21837;2016;2016m09;Rio de Janeiro;3304557;Capital;10
21838;2016;2016m09;Rio de Janeiro;3304557;Capital;6
21839;2016;2016m09;Rio de Janeiro;3304557;Capital;0
21840;2016;2016m09;Rio de Janeiro;3304557;Capital;7
21841;2016;2016m09;Rio de Janeiro;3304557;Capital;5
21842;2016;2016m09;Rio de Janeiro;3304557;Capital;2
21843;2016;2016m09;Rio de Janeiro;3304557;Capital;10
21844;2016;2016m09;Rio de Janeiro;3304557;Capital;7
21845;2016;2016m09;Rio de Janeiro;3304557;Capital;4
21846;2016;2016m09;Rio de Janeiro;3304557;Capital;4
21847;2016;2016m09;Rio de Janeiro;3304557;Capital;0
21848;2016;2016m09;Seropédica;3305554;Baixada Fluminense;4
21849;2016;2016m09;Itaguaí;3302007;Baixada Fluminense;8
21850;2016;2016m09;Paracambi;3303609;Baixada Fluminense;2
21851;2016;2016m09;Nova Iguaçu;3303500;Baixada Fluminense;8
21852;2016;2016m09;Mesquita;3302858;Baixada Fluminense;7
21853;2016;2016m09;Belford Roxo;3300456;Baixada Fluminense;11
21854;2016;2016m09;Queimados;3304144;Baixada Fluminense;8
21855;2016;2016m09;Nova Iguaçu;3303500;Baixada Fluminense;18
21856;2016;2016m09;Nilópolis;3303203;Baixada Fluminense;10
21857;2016;2016m09;Nova Iguaçu;3303500;Baixada Fluminense;7
21858;2016;2016m09;Duque de Caxias;3301702;Baixada Fluminense;9
21859;2016;2016m09;Duque de Caxias;3301702;Baixada Fluminense;5
21860;2016;2016m09;Duque de Caxias;3301702;Baixada Fluminense;3
21861;2016;2016m09;Duque de Caxias;3301702;Baixada Fluminense;10
21862;2016;2016m09;Japeri;3302270;Baixada Fluminense;7
21863;2016;2016m09;São João de Meriti;3305109;Baixada Fluminense;15
21864;2016;2016m09;Magé;3302502;Baixada Fluminense;6
21865;2016;2016m09;Magé;3302502;Baixada Fluminense;2
21866;2016;2016m09;Guapimirim;3301850;Baixada Fluminense;1
21867;2016;2016m09;Tanguá;3305752;Interior;0
21868;2016;2016m09;Itaboraí;3301900;Interior;21
21869;2016;2016m09;São Gonçalo;3304904;Grande Niterói;22
21870;2016;2016m09;São Gonçalo;3304904;Grande Niterói;20
21871;2016;2016m09;São Gonçalo;3304904;Grande Niterói;16
21872;2016;2016m09;São Gonçalo;3304904;Grande Niterói;6
21873;2016;2016m09;Niterói;3303302;Grande Niterói;7
21874;2016;2016m09;Niterói;3303302;Grande Niterói;8
21875;2016;2016m09;Niterói;3303302;Grande Niterói;14
21876;2016;2016m09;Niterói;3303302;Grande Niterói;1
21877;2016;2016m09;Niterói;3303302;Grande Niterói;5
21878;2016;2016m09;Maricá;3302700;Grande Niterói;6
21879;2016;2016m09;Barra do Pirai;3300308;Interior;0
21880;2016;2016m09;Resende;3304201;Interior;4
21881;2016;2016m09;Barra Mansa;3300407;Interior;3
21882;2016;2016m09;Valença;3306107;Interior;0
21883;2016;2016m09;Rio das Flores;3304508;Interior;0
21884;2016;2016m09;Volta Redonda;3306305;Interior;3
21885;2016;2016m09;Piraí;3304003;Interior;0
21886;2016;2016m09;Vassouras;3306206;Interior;0
21887;2016;2016m09;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
21888;2016;2016m09;Mendes;3302809;Interior;0
21889;2016;2016m09;Engenheiro Paulo de Frontin;3301801;Interior;0
21890;2016;2016m09;Itatiaia;3302254;Interior;1
21891;2016;2016m09;"Porto Real;Quatis";9999992;Interior;1
21892;2016;2016m09;Pinheiral;3303955;Interior;0
21893;2016;2016m09;São José do Vale do Rio Preto;3305158;Interior;2
21894;2016;2016m09;Petrópolis;3303906;Interior;6
21895;2016;2016m09;Petrópolis;3303906;Interior;1
21896;2016;2016m09;Paraíba do Sul;3303708;Interior;0
21897;2016;2016m09;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
21898;2016;2016m09;Sapucaia;3305406;Interior;0
21899;2016;2016m09;Teresópolis;3305802;Interior;0
21900;2016;2016m09;Sumidouro;3305703;Interior;0
21901;2016;2016m09;Carmo;3301207;Interior;0
21902;2016;2016m09;Araruama;3300209;Interior;8
21903;2016;2016m09;Rio Bonito;3304300;Interior;0
21904;2016;2016m09;Silva Jardim;3305604;Interior;0
21905;2016;2016m09;Casimiro de Abreu;3301306;Interior;1
21906;2016;2016m09;Conceição de Macabú;3301405;Interior;0
21907;2016;2016m09;Macaé;3302403;Interior;6
21908;2016;2016m09;Saquarema;3305505;Interior;4
21909;2016;2016m09;São Pedro da Aldeia;3305208;Interior;5
21910;2016;2016m09;Cabo Frio;3300704;Interior;4
21911;2016;2016m09;Armação dos Búzios;3300233;Interior;1
21912;2016;2016m09;Rio das Ostras;3304524;Interior;7
21913;2016;2016m09;Iguaba Grande;3301876;Interior;3
21914;2016;2016m09;"Quissamã;Carapebus";9999994;Interior;0
21915;2016;2016m09;Arraial do Cabo;3300258;Interior;1
21916;2016;2016m09;Campos dos Goytacazes;3301009;Interior;12
21917;2016;2016m09;Itaocara;3302106;Interior;0
21918;2016;2016m09;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
21919;2016;2016m09;Miracema;3303005;Interior;0
21920;2016;2016m09;Laje do Muriaé;3302304;Interior;0
21921;2016;2016m09;Porciúncula;3304102;Interior;0
21922;2016;2016m09;"Natividade;Varre-Sai";9999997;Interior;1
21923;2016;2016m09;São Fidélis;3304805;Interior;0
21924;2016;2016m09;Cambuci;3300902;Interior;0
21925;2016;2016m09;"Itaperuna;São José de Ubá";9999996;Interior;0
21926;2016;2016m09;Bom Jesus de Itabapoana;3300605;Interior;0
